City,Eq_Latitude,Eq_Longitude,Magnitude,Depth
Sakarya,40.717,30.3,4.0,20.6
Düzce,40.899,31.088,4.2,23.4
Kocaeli,40.722,30.066999999999997,4.2,7.0
Düzce,40.787,31.175,4.6,10.0
Düzce,40.905,31.111,4.0,10.0
Sakarya,40.869,30.59,4.0,46.1
Sakarya,40.724000000000004,30.726,4.2,10.0
Sakarya,40.732,30.596,4.1,3.3
Sakarya,40.693000000000005,30.486,4.1,12.3
Düzce,40.707,31.133000000000003,4.8,10.0
Kocaeli,40.774,29.91,4.1,11.4
Düzce,40.995,31.116,4.2,10.0
Kocaeli,40.744,30.023000000000003,4.3,7.0
Kocaeli,40.778,30.23,4.7,10.0
Sakarya,40.906,30.796999999999997,4.2,11.2
Sakarya,40.751999999999995,30.261,4.3,14.4
Balıkesir,39.760999999999996,27.819000000000003,4.1,15.0
Sakarya,40.673,30.451,4.6,10.0
Yalova,40.755,29.154,4.3,10.0
Sakarya,40.751,30.701,4.0,26.7
Sakarya,40.722,30.31,4.2,10.0
Sakarya,40.744,30.255,4.2,2.2
Sakarya,40.711,30.684,4.9,10.0
Sakarya,40.687,30.815,4.2,30.1
Kocaeli,40.836999999999996,30.108,4.9,10.0
Sakarya,40.649,30.614,4.9,10.0
Sakarya,40.622,30.619,4.4,3.7
Sakarya,40.764,30.749000000000002,4.2,10.0
Bursa,40.525999999999996,29.42,4.3,19.6
Düzce,40.775999999999996,30.914,4.0,10.0
Bilecik,40.363,30.272,4.0,10.0
İstanbul,40.785,29.201,4.7,10.0
Yalova,40.714,29.026999999999997,4.3,1.2
Kocaeli,40.798,30.021,4.6,10.0
Kocaeli,40.721,29.717,4.1,20.0
Sakarya,40.624,30.389,4.1,10.0
Sakarya,40.703,30.535,4.2,22.3
Kocaeli,40.955,30.002,4.0,22.6
Sakarya,40.664,30.346,4.5,10.0
Kocaeli,40.711,29.910999999999998,5.0,10.0
Sakarya,40.707,30.666,4.5,56.0
Kocaeli,40.77,30.004,7.6,15.0
Muğla,36.498000000000005,29.225,4.3,47.1
Gümüşhane,39.94,39.61,4.1,10.0
Balıkesir,39.321,27.984,5.2,21.2
Balıkesir,39.383,27.991,4.5,10.0
Erzurum,39.833,41.35,4.3,35.0
Çankırı,40.777,32.876999999999995,4.1,45.7
Elazığ,39.16,40.22,4.1,5.0
Çankırı,40.65,33.03,4.1,10.0
Çankırı,40.725,33.006,4.0,16.8
Isparta,37.714,30.892,4.3,6.2
İzmir,38.21,26.54,4.1,5.0
Manisa,38.545,28.448,4.1,7.7
Kastamonu,40.907,33.875,4.1,10.0
Sivas,39.489000000000004,36.748000000000005,4.2,10.0
Sivas,39.465,36.562,4.3,22.7
Sivas,39.527,36.795,4.6,4.4
Osmaniye,37.303000000000004,35.928000000000004,4.2,43.8
Antalya,36.716,31.726,4.0,36.3
Kars,40.44,42.49,4.2,10.0
Çankırı,40.49,33.74,4.0,10.0
Adana,36.48,35.32,4.1,10.0
Antalya,36.721,31.781999999999996,4.0,40.4
Gaziantep,37.07,37.07,4.0,13.0
Elazığ,38.429,39.218,4.3,5.6
Çanakkale,40.187,27.329,4.0,2.9
Sivas,39.368,38.231,5.4,15.7
Amasya,40.74,35.27,4.1,10.0
Muğla,37.122,28.793000000000003,4.2,21.9
Çankırı,40.61,33.07,4.1,10.0
Muğla,37.085,27.868000000000002,4.0,30.1
Çankırı,40.626999999999995,33.063,4.2,9.0
Elazığ,38.44,39.24,4.1,10.0
Batman,38.14,41.24,4.1,6.0
Bingöl,39.2,40.81,4.0,10.0
Ankara,40.03,32.76,4.1,7.0
Adana,37.052,35.768,4.2,35.0
Bingöl,39.2,40.43,4.1,30.0
Erzurum,40.676,42.477,4.5,35.0
Tunceli,39.4,40.07,4.1,10.0
Elazığ,38.616,40.063,4.3,5.2
Erzurum,40.016,41.993,4.7,48.6
Kayseri,38.9595,35.6673,4.2,1.2
Kayseri,38.922,35.792,4.4,15.0
Kayseri,38.9266,35.777,4.1,10.0
Konya,37.73,34.27,4.1,1.0
Adana,36.9373,35.5415,4.0,27.9
Bingöl,39.15,40.32,4.3,10.0
Bingöl,39.2,40.1,4.1,12.0
Bingöl,39.191,40.007,4.2,10.0
Bingöl,39.159,40.325,4.4,15.1
Elazığ,39.1094,40.2569,4.1,5.0
Bitlis,38.8856,42.5598,4.0,12.7
Adıyaman,37.9175,38.7897,4.1,5.0
Kayseri,38.7123,35.4666,4.0,19.8
Osmaniye,37.3,36.32,4.0,7.0
Bingöl,38.774,40.349000000000004,4.4,14.8
Niğde,37.9709,34.3716,4.0,33.6
Bursa,40.1997,28.8815,4.0,10.0
Ağrı,39.58,44.143,4.5,15.0
Adana,36.93,35.4,4.0,10.0
Adana,36.9142,35.357,4.0,10.0
Hakkari,37.713,43.523999999999994,4.4,15.0
Tekirdağ,40.7165,27.3965,4.1,3.6
Adana,36.88,35.71,4.1,12.0
Adana,36.900999999999996,35.449,4.2,36.1
Adana,36.846,35.238,5.4,37.3
Adana,36.98,35.59,4.0,10.0
Adana,36.921,35.494,4.5,21.2
Adana,36.73,35.63,4.0,10.0
Adana,36.8631,35.5027,4.2,10.0
Adana,36.96,35.68,4.1,20.0
Adana,36.9359,35.6888,4.0,7.9
Adana,36.86,35.56,4.0,15.0
Adana,36.9358,35.3664,6.2,10.0
Antalya,37.0864,30.4999,4.0,101.6
Malatya,38.23,39.0,4.1,10.0
Erzurum,39.7269,42.3155,4.0,28.9
Malatya,38.254,38.946999999999996,5.1,17.2
Erzurum,40.0324,42.0807,4.0,26.7
Ağrı,39.580999999999996,42.5607,4.2,4.0
Bingöl,38.7,40.4,4.2,10.0
Erzurum,39.9388,42.0231,4.1,10.0
Bingöl,39.315,41.123000000000005,5.2,15.0
Malatya,38.202,38.75,4.6,9.5
Adıyaman,37.54,38.26,4.1,10.0
Balıkesir,39.561,27.476999999999997,4.4,15.0
Balıkesir,39.555,27.388,4.5,23.6
Denizli,37.796,29.651999999999997,4.5,29.9
Tunceli,39.3272,39.9312,4.2,10.0
Van,39.28,43.931000000000004,4.4,25.0
Edirne,40.4171,26.0935,4.0,11.7
Amasya,40.7761,35.2596,4.2,4.1
Balıkesir,39.7731,26.8792,4.1,10.0
Erzurum,39.7587,41.9297,4.0,10.0
Elazığ,38.38,39.25,4.1,8.0
Antalya,36.921,30.881999999999998,4.4,98.3
Van,38.3,42.97,4.1,10.0
Bitlis,38.7947,42.3147,4.1,59.4
Bitlis,38.813,42.272,4.3,35.0
Bitlis,38.792,42.406000000000006,4.8,23.3
Van,38.753,43.316,4.5,25.0
Tunceli,39.3101,39.7466,4.1,22.3
Van,38.7557,43.5262,4.3,13.5
Çanakkale,40.45,26.39,4.2,10.0
Muş,38.71,41.33,4.1,10.0
Sakarya,40.7143,30.4301,4.2,11.5
Bursa,39.814,28.6228,4.0,6.5
Bursa,39.8034,28.6668,4.4,4.7
Van,38.492,43.31,4.3,18.1
Van,38.5,44.3,4.1,7.0
Van,38.6,43.7,4.1,6.0
Muş,39.229,41.3386,4.1,74.0
Van,39.2305,44.1021,4.4,49.5
Malatya,38.18,39.07,4.1,10.0
Malatya,38.24,39.07,4.0,10.0
Erzurum,39.842,41.911,4.4,10.0
Muş,39.13,42.58,4.1,5.0
Elazığ,38.38,39.13,4.0,7.0
Erzurum,39.9002,42.052,4.1,10.0
Balıkesir,39.6729,28.5904,4.0,7.0
Muş,39.0,42.3,4.0,10.0
Aydın,37.918,27.6434,4.0,5.3
Sivas,38.7047,36.8503,4.0,10.0
Isparta,38.3358,31.1273,4.0,34.7
Denizli,38.1078,28.9579,4.0,5.7
Erzincan,39.914,40.054,4.1,10.0
Bingöl,39.2949,40.7192,4.1,46.1
Amasya,40.753,35.407,4.8,8.9
Hatay,36.26,36.17,4.1,13.0
Kahramanmaraş,38.0909,36.8422,4.1,64.2
Hatay,36.177,35.9571,4.0,12.7
Hatay,36.288000000000004,36.137,4.0,25.0
Hatay,36.177,35.897,5.2,61.3
Hatay,36.167,35.884,5.0,49.4
Hatay,36.1906,35.9883,4.2,12.8
Hatay,36.207,35.957,5.7,20.9
Denizli,38.106,29.008000000000003,5.2,17.2
Adana,36.8424,35.9306,4.3,10.0
Diyarbakır,38.59,40.7,4.0,10.0
Bingöl,38.9328,41.0249,4.0,30.4
Muğla,36.691,27.555,4.2,18.3
Amasya,40.72,35.29,4.1,12.0
Tokat,40.4762,37.2232,4.3,25.2
Amasya,40.7691,35.2929,4.1,9.4
Hatay,36.98,36.1,4.1,9.0
Elazığ,38.4,39.2,4.1,10.0
Burdur,37.5463,30.0203,4.1,10.0
Amasya,40.79,35.4,4.1,28.0
Adana,37.15,35.8,4.0,10.0
Manisa,38.8374,27.8946,4.1,4.0
Erzurum,39.6402,41.3646,4.1,15.0
Samsun,41.4,35.9,4.1,14.0
Amasya,40.8,35.34,4.1,10.0
Amasya,40.7624,35.3204,4.0,5.0
Çorum,40.6694,35.2669,4.0,10.0
Kars,40.0832,43.2216,4.1,76.6
Amasya,40.7428,35.2844,4.0,5.0
Çanakkale,39.5585,26.112,4.0,25.4
Amasya,41.0,35.4,4.1,5.0
Amasya,40.82,35.41,4.1,24.0
Amasya,40.75,35.34,4.0,5.0
Amasya,40.74,35.37,4.0,10.0
Amasya,40.66,35.37,4.1,8.0
Adana,36.32,35.4,4.0,33.0
Samsun,41.9,36.1,4.1,10.0
Samsun,41.09,35.01,4.1,21.0
Amasya,40.7,35.3,4.1,5.0
Amasya,40.85,35.3,4.0,10.0
Amasya,40.8,35.3,4.1,10.0
Amasya,40.8,35.4,4.1,10.0
Çorum,40.345,35.202,5.1,16.4
Amasya,40.76,35.328,5.6,16.4
Amasya,40.7912,35.3506,4.5,6.0
Çorum,40.698,35.29,5.7,25.7
Amasya,40.85,36.24,4.1,5.0
Erzurum,39.92,40.51,4.1,10.0
Osmaniye,37.3851,36.2236,4.1,8.0
Siirt,37.9,42.63,4.0,12.0
Bingöl,39.1316,40.5508,4.0,28.7
Denizli,37.8682,29.3599,4.0,12.6
Diyarbakır,38.3,39.2,4.1,6.0
Hatay,36.0875,36.0316,4.1,13.1
Sivas,39.44,37.7,4.1,39.0
İzmir,38.29,27.23,4.1,8.0
Erzurum,39.5601,41.0929,4.1,40.9
Muğla,37.010999999999996,27.601999999999997,4.3,9.7
Kütahya,39.05,29.71,4.1,38.0
Bingöl,38.54,40.3,4.0,10.0
Tekirdağ,40.7867,27.4739,4.0,19.9
Malatya,38.2456,38.9846,4.0,15.0
Malatya,38.25,39.1,4.1,8.0
Kahramanmaraş,37.48,36.7,4.0,11.0
Bursa,40.251999999999995,29.574,4.0,15.0
Erzincan,39.81,40.12,4.1,10.0
Amasya,40.650999999999996,35.424,4.2,7.9
Antalya,36.961999999999996,30.328000000000003,4.5,85.2
Manisa,39.0489,27.5817,4.3,12.0
Gaziantep,37.0801,36.855,4.3,9.5
Kars,40.52,42.5,4.1,10.0
İzmir,38.12,27.24,4.1,11.0
İzmir,38.1145,27.2463,4.0,10.0
Malatya,38.29,38.78,4.1,18.0
Elazığ,38.485,39.168,4.3,5.4
İzmir,38.44,26.935,4.5,10.2
Kahramanmaraş,38.1861,37.5096,4.1,10.0
Erzurum,40.2686,41.8412,4.0,10.0
Giresun,41.1387,38.6593,4.0,6.4
Tunceli,39.4,40.2,4.1,10.0
Tunceli,39.55,40.1,4.2,11.0
Tunceli,39.474000000000004,40.152,5.2,73.8
Tunceli,39.475,40.146,5.8,13.9
Adana,37.6497,35.4429,4.1,5.0
Tekirdağ,40.8354,27.9717,4.0,24.8
Erzincan,39.55,39.7,4.1,10.0
Ardahan,41.1525,42.7265,4.3,47.0
Denizli,38.1597,30.0084,4.1,6.0
Afyonkarahisar,38.6274,30.5735,4.1,44.9
Muğla,36.6326,29.375,4.4,22.3
İzmir,38.6663,26.7425,4.1,4.9
Bursa,40.2287,29.6105,4.2,16.1
Denizli,37.843,29.511999999999997,4.2,16.6
Denizli,37.804,29.479,4.8,21.2
Sivas,39.4357,36.8651,4.0,21.6
Konya,38.7668,31.6794,4.2,5.0
Bursa,40.4849,29.3264,4.1,8.7
Muğla,36.8679,28.0551,4.1,41.5
Bingöl,39.3254,41.1147,4.0,33.0
Muş,39.0811,41.3507,4.3,13.0
Mersin,36.8715,34.926,4.4,42.3
İzmir,38.7506,26.4633,4.2,13.4
Erzincan,39.9,39.85,4.1,9.0
Kahramanmaraş,37.75,36.43,4.0,10.0
İzmir,38.6694,26.649,4.1,8.0
Burdur,37.5071,29.7298,4.0,39.7
Ağrı,39.71,42.46,4.0,10.0
Mersin,37.1546,34.8461,4.3,38.3
Tekirdağ,40.8648,27.7453,4.7,22.3
Çankırı,40.6128,33.531,4.0,8.0
Osmaniye,37.35,36.174,4.6,50.6
Tekirdağ,40.85,27.74,4.8,22.6
Tunceli,39.35,39.91,4.1,10.0
Muğla,36.806999999999995,27.794,4.7,16.6
Muğla,36.346,29.163,4.2,48.5
Muğla,36.9026,28.96,4.0,13.0
Van,38.3068,43.0454,4.0,33.0
Siirt,37.823,42.818000000000005,4.6,35.0
Tekirdağ,40.8032,27.7735,4.4,10.0
Erzurum,40.1,40.65,4.1,10.0
Bayburt,40.13,40.66,4.0,10.0
Erzurum,39.762,40.648,5.2,49.6
Antalya,36.259,29.337,4.4,43.3
Muğla,36.8737,28.9676,4.0,15.0
Muğla,36.8971,29.0191,4.3,16.2
Osmaniye,37.376999999999995,36.150999999999996,4.5,10.6
İzmir,38.5064,27.0859,4.2,1.9
İzmir,38.6643,27.0419,4.0,5.0
Muğla,37.1634,28.1832,4.0,8.9
Diyarbakır,38.226,39.7186,4.6,10.0
Muğla,36.9525,28.9693,4.1,4.1
Muğla,36.985,29.095,4.8,41.4
Muğla,37.001999999999995,29.025,4.9,44.0
Muğla,36.894,29.041,4.5,48.0
Muğla,36.955,29.053,5.3,20.0
Denizli,37.012,29.127,4.3,30.0
Manisa,38.1856,28.7988,4.5,7.0
Antalya,36.5989,30.0019,4.3,11.4
Bingöl,39.4101,40.715,4.2,1.3
İzmir,38.7024,26.4105,4.4,27.1
Batman,37.843,41.576,5.0,35.0
İzmir,38.7852,26.5479,4.1,20.1
İzmir,38.736999999999995,26.631999999999998,4.7,4.9
Kütahya,38.9753,29.1451,4.0,44.0
Osmaniye,37.385999999999996,36.176,4.7,42.8
Kütahya,39.3334,29.1976,4.0,1.0
Kütahya,39.3193,29.1404,4.0,10.0
Malatya,38.2261,38.8045,4.7,30.2
Kütahya,39.2951,29.1783,4.0,6.0
Kahramanmaraş,37.7576,37.4763,4.4,10.0
Balıkesir,40.1659,27.4254,4.0,8.6
Tekirdağ,40.5711,27.3396,4.1,11.6
Burdur,37.6117,30.0947,4.4,8.0
Diyarbakır,38.2721,39.4863,4.3,10.0
Kocaeli,40.6889,29.878,4.0,9.8
İzmir,38.77,26.49,4.0,5.0
İzmir,38.629,26.712,4.3,15.2
İzmir,38.736999999999995,26.478,5.0,9.1
İzmir,38.739000000000004,26.575,5.2,17.3
İzmir,38.734,26.553,5.5,17.5
Balıkesir,39.46,27.84,4.1,2.0
Kars,40.209,42.9416,4.4,33.0
Balıkesir,40.0729,28.1002,4.0,6.9
Denizli,37.22,28.96,4.1,5.0
Bilecik,40.3946,29.9607,4.0,17.3
Erzurum,40.0,40.52,4.0,10.0
Bursa,40.2039,29.3188,4.0,2.4
İzmir,38.953,26.9807,4.0,2.9
İzmir,38.86,27.0,4.0,10.0
İzmir,38.8904,27.0384,4.0,5.6
Muğla,37.1056,28.2284,4.1,8.4
Adana,36.961,35.833,4.8,35.0
Manisa,38.74,27.46,4.1,5.0
Manisa,38.681999999999995,27.529,5.4,16.5
Elazığ,38.7317,38.7758,4.4,45.4
Tekirdağ,40.7309,27.326999999999998,4.0,10.0
Tekirdağ,40.7778,27.4859,4.0,10.7
Adana,36.993,35.83,5.0,42.5
Kütahya,39.2329,29.938000000000002,4.1,10.0
Kütahya,39.2161,30.1858,4.1,34.6
Kütahya,38.959,29.8746,4.0,10.0
Kütahya,38.891999999999996,29.996,4.8,6.7
İzmir,38.7007,26.4875,4.3,5.0
Muğla,36.8278,29.6563,4.1,10.0
Çorum,40.28,35.24,4.2,10.0
Çanakkale,40.1918,27.2555,4.4,9.1
Manisa,39.1039,27.8308,4.0,5.0
Muğla,36.724000000000004,28.061999999999998,5.2,37.0
İzmir,38.8388,26.9515,4.2,20.9
Tunceli,39.5233,40.1554,4.5,10.6
Gaziantep,37.1341,36.7844,4.1,24.8
Diyarbakır,37.9873,39.3132,4.5,41.2
Bingöl,39.4202,40.4301,4.1,10.0
Erzincan,39.629,38.419000000000004,4.9,38.7
Amasya,40.5764,35.8796,4.4,10.0
Balıkesir,39.4198,28.3514,4.0,5.7
Samsun,40.919000000000004,35.9797,4.2,10.0
Kütahya,39.2929,29.1153,4.1,4.0
Elazığ,38.446999999999996,39.0617,4.2,33.0
Balıkesir,40.4701,28.0711,4.1,11.5
Bursa,39.8,28.93,4.0,3.0
Antalya,37.2419,30.7113,4.3,159.2
Balıkesir,39.145,28.089000000000002,4.5,15.0
Adıyaman,38.0748,38.5303,4.3,12.3
Balıkesir,40.4271,28.004,4.4,8.5
Balıkesir,40.4552,27.9811,4.4,9.5
Balıkesir,40.3995,28.0061,4.1,9.8
Kütahya,39.1622,28.7971,4.1,10.0
İstanbul,40.7843,28.7635,4.1,6.3
İzmir,38.11,26.96,4.1,18.0
Artvin,40.7619,41.6893,4.3,10.0
Muğla,37.1996,28.3031,4.6,21.9
Erzurum,40.6592,42.2831,4.2,10.0
Antalya,36.5934,30.1942,4.0,1.6
Muğla,37.2112,28.151,4.5,3.0
Kütahya,39.2895,28.8019,4.0,10.0
İzmir,38.0442,26.8171,4.1,10.0
İzmir,38.0426,26.976,4.4,4.1
İzmir,38.1333,26.9296,4.0,10.0
İzmir,38.723,26.4847,4.5,10.0
İzmir,38.7653,26.5628,4.3,26.6
İzmir,38.713,26.608,4.7,4.2
Muğla,37.0251,27.8473,4.7,10.0
İzmir,38.1472,26.9319,4.7,4.7
İzmir,38.1783,26.8985,4.2,6.4
İzmir,38.1639,27.0633,4.0,14.0
İzmir,38.1323,27.0449,4.4,1.2
İzmir,38.1964,27.0098,4.8,56.3
İzmir,38.311,27.1243,4.6,10.0
İzmir,38.073,27.049,4.6,1.6
İzmir,38.048,27.004,6.0,9.8
Antalya,37.1874,31.1643,4.1,134.4
Elazığ,38.7426,38.522,4.2,10.0
Denizli,37.2472,29.3735,4.1,10.1
Erzincan,39.6168,39.7807,4.1,33.0
Antalya,36.6336,30.4187,4.1,10.0
Bingöl,39.2468,40.3812,4.2,33.0
Muğla,36.6288,28.0201,4.3,30.0
Denizli,37.1567,28.9145,4.0,10.0
Muğla,36.969,28.8097,4.0,10.0
Erzurum,39.2305,41.782,4.5,10.0
Erzurum,39.2882,41.7369,4.5,46.6
Antalya,36.476,30.1504,4.0,64.7
Afyonkarahisar,38.2251,30.1034,4.1,10.0
Muğla,36.7049,28.3065,4.0,70.2
Adana,38.2086,36.3035,4.3,48.3
Muğla,36.607,28.0073,4.0,114.5
Kahramanmaraş,37.562,36.8304,4.2,6.9
Burdur,37.53,29.81,4.0,10.0
Antalya,36.84,30.461,4.7,53.9
Aydın,37.711,27.6171,4.3,3.8
Amasya,40.8341,35.9081,4.4,18.1
Elazığ,38.717,40.126999999999995,5.1,17.4
Erzincan,39.675,39.7656,4.2,10.0
İzmir,38.6669,26.444000000000003,4.3,5.0
Muğla,37.3264,28.1395,4.1,30.8
Erzincan,39.533,39.772,4.5,4.7
Tunceli,39.558,39.821999999999996,4.6,6.5
Erzincan,39.556,39.713,4.4,4.7
Kütahya,38.9714,29.2104,4.3,4.6
Tekirdağ,40.7961,27.9314,4.0,5.6
Tunceli,39.4377,39.9234,4.0,10.0
Balıkesir,39.4,28.68,4.0,12.0
Tunceli,39.4332,39.6291,4.1,10.0
Antalya,37.327,30.928,4.6,22.5
Bursa,40.172,28.414,4.9,16.8
Tunceli,39.3627,39.819,4.0,12.9
Erzincan,39.623000000000005,39.871,4.6,7.0
Tunceli,39.519,39.961999999999996,5.9,7.0
Erzincan,39.618,39.722,4.6,7.0
Erzincan,39.791,39.611999999999995,4.6,66.1
Tunceli,39.2237,39.7816,4.4,10.0
Gümüşhane,39.879,39.455,4.7,46.5
Erzincan,39.72,39.632,6.6,22.2
Kırıkkale,39.8442,33.9,4.1,8.5
Isparta,38.3778,31.1081,4.0,9.1
Amasya,40.559,35.949,4.9,5.6
Amasya,40.5855,35.8332,4.3,10.0
Adana,37.5456,35.955999999999996,4.1,10.0
Gaziantep,37.2041,37.4133,4.0,10.0
Antalya,37.4198,31.2572,4.1,10.0
Balıkesir,39.3284,28.1192,4.3,3.5
Adana,36.8936,35.6646,4.1,20.5
Burdur,37.0524,29.5595,4.2,26.6
Adana,37.0979,35.7018,4.3,10.0
Ardahan,41.083,43.431999999999995,5.1,15.0
Antalya,36.7694,30.5201,4.0,29.1
Osmaniye,37.4388,36.1411,4.1,10.0
Çankırı,40.4646,33.2875,4.2,22.3
Osmaniye,37.336999999999996,36.268,4.7,41.3
Adana,37.096,36.0342,4.1,10.0
Muş,39.031,41.5844,4.2,49.0
Muğla,36.5525,28.0287,4.1,91.1
Erzurum,39.937,42.0511,4.2,10.0
Denizli,36.94,29.23,4.0,10.0
İzmir,38.65,26.71,4.1,7.0
Burdur,37.2851,29.7161,4.0,27.8
Burdur,37.2978,29.7378,4.2,1.1
Burdur,37.268,29.726,4.6,36.8
Manisa,39.312,27.9248,4.0,12.5
Balıkesir,39.6029,27.8109,4.2,10.6
Kars,40.251999999999995,42.9242,4.5,43.4
Kars,40.145,42.891000000000005,4.5,35.0
İzmir,38.52,27.13,4.1,8.0
İzmir,38.45,27.12,4.1,12.0
Kars,40.4042,42.8102,4.2,50.2
Kars,40.077,42.842,5.1,35.0
Edirne,40.5299,26.419,4.1,8.3
Iğdır,40.0128,43.6762,4.0,10.0
Erzurum,39.617,41.158,4.5,35.0
Balıkesir,39.2594,26.5761,4.2,10.0
Osmaniye,37.299,36.116,5.3,42.3
Antalya,37.032,30.965999999999998,5.1,112.1
Tekirdağ,40.8504,27.9093,4.5,11.0
Yalova,40.637,29.078000000000003,4.6,9.1
İzmir,38.4844,26.6658,4.9,14.0
İstanbul,40.788000000000004,28.844,4.8,14.5
Konya,38.6543,31.7852,4.8,52.8
Şırnak,37.1969,42.5593,4.7,26.4
Kırıkkale,40.169000000000004,34.0081,4.0,20.4
Muğla,36.9821,28.835,4.3,2.3
Balıkesir,39.43,28.0345,4.0,19.0
Burdur,37.0986,29.4867,4.0,14.0
Burdur,37.1211,29.4809,5.3,1.0
Burdur,37.1183,29.5519,4.9,6.5
Burdur,37.0546,29.5123,4.1,28.5
Bursa,40.6902,28.5579,4.0,8.3
Bilecik,39.9222,30.166999999999998,4.0,7.5
Aydın,37.852,27.9792,4.1,10.0
Manisa,38.591,28.0391,4.7,6.7
Bolu,40.3658,31.3256,4.5,10.0
Kayseri,38.3784,36.6042,4.1,35.1
Burdur,37.0267,29.6006,5.0,19.0
Muğla,36.7923,29.0471,4.2,6.4
Antalya,36.2998,29.4678,4.0,71.3
Antalya,37.103,29.834,4.4,10.0
İzmir,38.5348,26.8994,4.0,4.9
Kırıkkale,40.2331,33.7625,4.2,10.0
Isparta,38.2508,30.9146,4.0,8.0
Mersin,37.0473,33.9942,4.2,24.3
Burdur,37.5163,29.5845,4.3,22.8
Burdur,37.0331,29.4679,4.0,40.2
Burdur,37.41,30.5549,4.2,10.0
Balıkesir,39.5387,28.5276,4.3,10.0
Burdur,37.1394,29.5223,4.7,10.0
Burdur,37.0753,29.6055,4.1,18.7
Burdur,37.0409,29.5337,4.2,19.7
Denizli,37.0812,29.4259,4.0,10.0
Muğla,37.0166,27.9837,4.5,7.4
Burdur,36.9983,29.5861,4.4,35.6
Burdur,37.0621,29.6108,4.0,10.0
Burdur,37.0277,29.558000000000003,4.0,13.2
Kırıkkale,40.222,33.893,4.8,37.2
Burdur,37.0018,29.5295,4.0,13.3
Burdur,37.0778,29.4834,4.1,4.6
Burdur,37.0573,29.5439,4.2,19.7
Burdur,37.025999999999996,29.531,5.5,40.4
Denizli,37.3275,29.2329,4.2,19.1
Muğla,36.8942,28.6404,4.2,10.0
Erzincan,39.656,38.365,4.6,41.9
Gümüşhane,40.2459,39.347,4.0,10.0
Erzincan,39.996,40.047,5.4,39.9
Diyarbakır,38.1998,40.5633,4.2,26.4
Balıkesir,39.5693,27.9383,4.0,10.0
Çanakkale,39.4761,26.0912,4.3,10.4
İzmir,38.2994,26.5375,4.6,5.8
Denizli,37.944,29.1904,4.7,10.0
Denizli,37.8704,29.2158,4.5,7.3
Balıkesir,39.3027,28.2712,4.2,10.0
Adana,36.85,35.78,4.0,10.0
Ankara,39.75,32.84,4.1,10.0
Yozgat,39.0096,35.3977,4.1,36.1
Kayseri,38.9666,35.5435,4.2,33.0
Burdur,37.7005,30.2518,4.3,28.2
Çankırı,40.4,33.3,4.0,7.0
Antalya,37.1556,31.0875,4.2,124.8
Muğla,36.7226,28.0128,4.1,65.7
Muğla,37.0207,28.0621,4.3,21.3
Adana,36.745,35.944,5.1,46.4
Denizli,37.7928,29.2873,4.1,10.0
Balıkesir,39.6268,27.8105,4.2,8.2
Erzincan,39.616,40.185,5.4,39.3
Balıkesir,39.7105,27.9189,4.2,23.8
Balıkesir,39.6684,27.8826,4.2,10.0
Muğla,37.0355,27.9349,4.1,8.4
Muğla,37.0491,28.0263,4.1,6.1
Muğla,37.032,27.9866,4.0,11.0
Muğla,36.995,28.101,5.5,20.8
Muğla,37.0099,28.0293,4.3,17.9
Muğla,37.016,28.153000000000002,5.5,18.7
Kahramanmaraş,37.76,36.66,4.0,10.0
Erzurum,40.2575,41.9627,4.7,10.0
Kahramanmaraş,37.44,36.42,4.0,10.0
Denizli,37.7291,29.2375,4.5,22.7
Denizli,37.7179,29.2631,4.4,19.3
Denizli,37.709,29.314,5.3,14.4
Muğla,37.007,28.163,5.4,23.3
Kütahya,39.0506,29.7138,4.4,22.7
Bursa,40.4259,29.1492,4.1,11.0
Diyarbakır,38.1417,39.5735,4.3,10.0
Antalya,37.1668,30.9462,4.1,132.1
Bingöl,38.7669,40.8036,4.3,10.0
Muğla,37.0006,27.5978,4.4,8.3
Muğla,37.0897,27.6938,4.6,10.0
Konya,37.7205,32.1524,4.5,10.0
Muğla,37.3826,27.6363,4.1,10.0
Konya,37.6054,32.0864,4.7,10.0
Konya,37.534,32.166,4.5,31.2
Konya,37.5933,32.1117,4.6,8.0
Osmaniye,37.5,36.2,4.1,10.0
Elazığ,38.7306,39.4663,4.2,10.0
Antalya,36.618,30.0287,4.9,76.9
Kütahya,39.1647,30.3372,4.1,32.6
Kars,40.9222,43.167,4.4,10.0
Aydın,37.9608,27.688000000000002,4.8,19.4
Muğla,36.7231,28.3474,4.2,111.0
Erzurum,40.3474,41.5003,4.9,10.0
Tunceli,39.5478,40.104,4.2,10.0
Denizli,37.8942,29.2429,4.7,11.0
İzmir,38.8552,26.9991,4.5,2.8
Artvin,41.025,41.6971,4.2,10.0
Malatya,38.2201,38.7348,4.1,10.0
Van,39.0633,44.1455,4.1,54.2
Erzurum,40.5757,41.4841,4.5,34.6
Van,38.451,43.083999999999996,5.5,15.0
Burdur,37.2057,29.9549,4.0,1.3
Kütahya,39.0778,30.1793,4.0,11.5
Muğla,36.8433,27.6087,4.0,16.0
Aydın,37.4725,27.1518,4.0,10.0
Çorum,40.6476,34.7712,4.1,10.0
Kars,40.0631,42.626999999999995,4.2,10.0
Erzurum,40.6962,42.1241,4.3,10.0
Muğla,36.9246,29.6423,4.4,24.2
Van,39.1049,44.0241,4.2,16.6
